name,description,clean_text,tags,views,comments
Jennifer Brea: What happens when you have a disease doctors can't diagnose,"Five years ago, TED Fellow Jennifer Brea became progressively ill with myalgic encephalomyelitis, commonly known as chronic fatigue syndrome, a debilitating illness that severely impairs normal activities and on bad days makes even the rustling of bed sheets unbearable. In this poignant talk, Brea describes the obstacles she's encountered in seeking treatment for her condition, whose root causes and physical effects we don't fully understand, as well as her mission to document through film the lives of patients that medicine struggles to treat.","['year', 'ago', 'ted', 'fellow', 'jennifer', 'brea', 'progressively', 'ill', 'myalgic', 'encephalomyelitis', 'commonly', 'know', 'chronic', 'fatigue', 'syndrome', 'debilitate', 'illness', 'severely', 'impairs', 'normal', 'activity', 'bad', 'day', 'make', 'rustling', 'bed', 'sheet', 'unbearable', 'poignant', 'talk', 'brea', 'describe', 'obstacle', 'encounter', 'seek', 'treatment', 'condition', 'root', 'cause', 'physical', 'effect', 'fully', 'understand', 'mission', 'document', 'film', 'life', 'patient', 'medicine', 'struggle', 'treat']","['Gender equality', 'TED Fellows', 'activism', 'film', 'gender', 'health', 'health care', 'history', 'illness', 'medical research', 'medicine', 'pain', 'personal growth', 'science', 'women']",1406574,266
Ashley Judd: How online abuse of women has spiraled out of control,"Enough with online hate speech, sexual harassment and threats of violence against women and marginalized groups. It's time to take the global crisis of online abuse seriously. In this searching, powerful talk, Ashley Judd recounts her ongoing experience of being terrorized on social media for her unwavering activism and calls on citizens of the internet, the tech community, law enforcement and legislators to recognize the offline harm of online harassment.","['online', 'hate', 'speech', 'sexual', 'harassment', 'threat', 'violence', 'woman', 'marginalized', 'group', 'time', 'global', 'crisis', 'online', 'abuse', 'seriously', 'searching', 'powerful', 'talk', 'ashley', 'judd', 'recount', 'ongoing', 'experience', 'terrorize', 'social', 'medium', 'unwavering', 'activism', 'call', 'citizen', 'internet', 'tech', 'community', 'law', 'enforcement', 'legislator', 'recognize', 'offline', 'harm', 'online', 'harassment']","['Gender equality', 'Internet', 'activism', 'bullying', 'communication', 'computers', 'feminism', 'gaming', 'gender', 'global issues', 'policy', 'potential', 'sexual violence', 'social media', 'society', 'women', 'writing']",1422701,360
Emily Parsons-Lord: Art made of the air we breathe,"Emily Parsons-Lord re-creates air from distinct moments in Earth's history -- from the clean, fresh-tasting air of the Carboniferous period to the soda-water air of the Great Dying to the heavy, toxic air of the future we're creating. By turning air into art, she invites us to know the invisible world around us. Breathe in the Earth's past and future in this imaginative, trippy talk.","['emily', 'parsons', 'lord', 'create', 'air', 'distinct', 'moment', 'earth', 'history', 'clean', 'fresh', 'taste', 'air', 'carboniferous', 'period', 'soda', 'water', 'air', 'great', 'dying', 'heavy', 'toxic', 'air', 'future', 'create', 'turn', 'air', 'art', 'invite', 'know', 'invisible', 'world', 'breathe', 'earth', 'past', 'future', 'imaginative', 'trippy', 'talk']","['Anthropocene', 'TEDx', 'ancient world', 'animals', 'art', 'biosphere', 'demo', 'dinosaurs', 'environment', 'future', 'global issues', 'history', 'life', 'nature', 'performance art', 'pollution']",827288,14
Robb Willer: How to have better political conversations,"Robb Willer studies the forces that unite and divide us. As a social psychologist, he researches how moral values -- typically a source of division -- can also be used to bring people together. Willer shares compelling insights on how we might bridge the ideological divide and offers some intuitive advice on ways to be more persuasive when talking politics.","['robb', 'willer', 'study', 'force', 'unite', 'divide', 'social', 'psychologist', 'research', 'moral', 'value', 'typically', 'source', 'division', 'bring', 'people', 'willer', 'share', 'compelling', 'insight', 'bridge', 'ideological', 'divide', 'offer', 'intuitive', 'advice', 'way', 'persuasive', 'talk', 'politic']","['Debate', 'TEDx', 'communication', 'democracy', 'empathy', 'government', 'humanity', 'identity', 'language', 'morality', 'personal growth', 'politics', 'psychology', 'social change', 'society']",1243853,128
Paul Knoepfler: The ethical dilemma of designer babies,"Creating genetically modified people is no longer a science fiction fantasy; it's a likely future scenario. Biologist Paul Knoepfler estimates that within fifteen years, scientists could use the gene editing technology CRISPR to make certain ""upgrades"" to human embryos -- from altering physical appearances to eliminating the risk of auto-immune diseases. In this thought-provoking talk, Knoepfler readies us for the coming designer baby revolution and its very personal, and unforeseeable, consequences.","['create', 'genetically', 'modify', 'people', 'long', 'science', 'fiction', 'fantasy', 'likely', 'future', 'scenario', 'biologist', 'paul', 'knoepfler', 'estimate', 'year', 'scientist', 'use', 'gene', 'editing', 'technology', 'crispr', 'certain', 'upgrade', 'human', 'embryo', 'alter', 'physical', 'appearance', 'eliminate', 'risk', 'auto', 'immune', 'disease', 'thought', 'provoke', 'talk', 'knoepfler', 'ready', 'come', 'designer', 'baby', 'revolution', 'personal', 'unforeseeable', 'consequence']","['AIDS', 'Bioethics', 'CRISPR', 'DNA', 'HIV', 'TEDx', 'biology', 'biotech', 'children', 'choice', 'discovery', 'genetics', 'health', 'humanity', 'identity', 'innovation', 'molecular biology', 'nature', 'parenting', 'policy', 'science', 'social change', 'society', 'technology']",1082248,92
Jeanne Gang: Buildings that blend nature and city,"A skyscraper that channels the breeze ... a building that creates community around a hearth ... Jeanne Gang uses architecture to build relationships. In this engaging tour of her work, Gang invites us into buildings large and small, from a surprising local community center to a landmark Chicago skyscraper. ""Through architecture, we can do much more than create buildings,"" she says. ""We can help steady this planet we all share.""","['skyscraper', 'channel', 'breeze', 'building', 'create', 'community', 'hearth', 'jeanne', 'gang', 'use', 'architecture', 'build', 'relationship', 'engaging', 'tour', 'work', 'gang', 'invite', 'building', 'large', 'small', 'surprising', 'local', 'community', 'center', 'landmark', 'chicago', 'skyscraper', 'architecture', 'create', 'building', 'say', 'help', 'steady', 'planet', 'share']","['MacArthur grant', 'architecture', 'beauty', 'cities', 'climate change', 'collaboration', 'community', 'design', 'environment', 'future', 'humanity', 'infrastructure', 'innovation', 'nature', 'public spaces', 'social change', 'society']",1035995,31
Caleb Barlow: Where is cybercrime really coming from?,"Cybercrime netted a whopping $450 billion in profits last year, with 2 billion records lost or stolen worldwide. Security expert Caleb Barlow calls out the insufficiency of our current strategies to protect our data. His solution? We need to respond to cybercrime with the same collective effort as we apply to a health care crisis, sharing timely information on who is infected and how the disease is spreading. If we're not sharing, he says, then we're part of the problem.","['cybercrime', 'net', 'whopping', '$', '450', 'billion', 'profit', 'year', '2', 'billion', 'record', 'lose', 'steal', 'worldwide', 'security', 'expert', 'caleb', 'barlow', 'call', 'insufficiency', 'current', 'strategy', 'protect', 'datum', 'solution', 'need', 'respond', 'cybercrime', 'collective', 'effort', 'apply', 'health', 'care', 'crisis', 'share', 'timely', 'information', 'infect', 'disease', 'spread', 'share', 'say', 'problem']","['computers', 'crime', 'data', 'hack']",1304221,54
Deeyah Khan: What we don't know about Europe's Muslim kids,"As the child of an Afghan mother and Pakistani father raised in Norway, Deeyah Khan knows what it's like to be a young person stuck between your community and your country. In this powerful, emotional talk, the filmmaker unearths the rejection and isolation felt by many Muslim kids growing up in the West -- and the deadly consequences of not embracing our youth before extremist groups do.","['child', 'afghan', 'mother', 'pakistani', 'father', 'raise', 'norway', 'deeyah', 'khan', 'know', 'like', 'young', 'person', 'stick', 'community', 'country', 'powerful', 'emotional', 'talk', 'filmmaker', 'unearth', 'rejection', 'isolation', 'feel', 'muslim', 'kid', 'grow', 'west', 'deadly', 'consequence', 'embrace', 'youth', 'extremist', 'group']","['Europe', 'Middle East', 'TEDx', 'activism', 'children', 'community', 'family', 'humanity', 'identity', 'motivation', 'social change', 'society', 'terrorism', 'violence']",1195885,59
Deepika Kurup: A young scientist's quest for clean water,"Deepika Kurup has been determined to solve the global water crisis since she was 14 years old, after she saw kids outside her grandparents' house in India drinking water that looked too dirty even to touch. Her research began in her family kitchen -- and eventually led to a major science prize. Hear how this teenage scientist developed a cost-effective, eco-friendly way to purify water. ","['deepika', 'kurup', 'determine', 'solve', 'global', 'water', 'crisis', '14', 'year', 'old', 'see', 'kid', 'outside', 'grandparent', 'house', 'india', 'drinking', 'water', 'look', 'dirty', 'touch', 'research', 'begin', 'family', 'kitchen', 'eventually', 'lead', 'major', 'science', 'prize', 'hear', 'teenage', 'scientist', 'develop', 'cost', 'effective', 'eco', 'friendly', 'way', 'purify', 'water']","['bacteria', 'big problems', 'chemistry', 'children', 'design', 'global issues', 'health', 'humanity', 'illness', 'india', 'innovation', 'invention', 'motivation', 'product design', 'public health', 'science', 'society', 'solar energy', 'technology', 'water']",958917,29
Sarah Parcak: Help discover ancient ruins -- before it's too late,"Sarah Parcak uses satellites orbiting hundreds of miles above Earth to uncover hidden ancient treasures buried beneath our feet. There's a lot to discover; in the Egyptian Delta alone, Parcak estimates we've excavated less than a thousandth of one percent of what's out there. Now, with the 2016 TED Prize and an infectious enthusiasm for archaeology, she's developed an online platform called GlobalXplorer that enables anyone with an internet connection to discover unknown sites and protect what remains of our shared human inheritance.","['sarah', 'parcak', 'use', 'satellite', 'orbit', 'hundred', 'mile', 'earth', 'uncover', 'hide', 'ancient', 'treasure', 'bury', 'beneath', 'foot', 'lot', 'discover', 'egyptian', 'delta', 'parcak', 'estimate', 'excavate', 'thousandth', 'percent', '2016', 'ted', 'prize', 'infectious', 'enthusiasm', 'archaeology', 'develop', 'online', 'platform', 'call', 'globalxplorer', 'enable', 'internet', 'connection', 'discover', 'unknown', 'site', 'protect', 'remain', 'share', 'human', 'inheritance']","['Egypt', 'Middle East', 'South America', 'TED Prize', 'adventure', 'algorithm', 'ancient world', 'archaeology', 'big problems', 'collaboration', 'communication', 'community', 'global issues', 'human origins', 'humanity', 'potential', 'science', 'society', 'technology', 'terrorism', 'violence', 'war', 'world cultures']",799873,20
Alan Smith: Why you should love statistics,"Think you're good at guessing stats? Guess again. Whether we consider ourselves math people or not, our ability to understand and work with numbers is terribly limited, says data visualization expert Alan Smith. In this delightful talk, Smith explores the mismatch between what we know and what we think we know.","['think', 'good', 'guess', 'stat', 'guess', 'consider', 'math', 'people', 'ability', 'understand', 'work', 'number', 'terribly', 'limited', 'say', 'data', 'visualization', 'expert', 'alan', 'smith', 'delightful', 'talk', 'smith', 'explore', 'mismatch', 'know', 'think', 'know']","['TEDx', 'algorithm', 'animation', 'creativity', 'data', 'education', 'innovation', 'intelligence', 'math', 'society', 'statistics', 'visualizations']",1369939,34
